Datetime,Percepation (mm),Temperatur (C),Observed discharge (m3/s),Simulated discharge (m3/s)
2000-09-01 00:00:00,0.01,7.74,37.92,0.04799704480451884
2000-09-02 00:00:00,9.58,7.78,105.06,15.76707805613889
2000-09-03 00:00:00,4.42,5.2,93.62,21.921570821368125
2000-09-04 00:00:00,2.48,4.05,76.78,23.974628513260324
2000-09-05 00:00:00,1.85,5.44,72.01,24.776252803778792
2000-09-06 00:00:00,0.0,6.02,48.99,23.048838336756013
2000-09-07 00:00:00,0.01,7.76,36.93,21.44523980660103
2000-09-08 00:00:00,1.49,10.3,33.88,21.831579564742622
2000-09-09 00:00:00,0.24,8.81,28.86,20.496817567363088
2000-09-10 00:00:00,4.23,7.89,32.82,26.009731585991585
2000-09-11 00:00:00,1.67,5.76,39.83,26.369443587160312
2000-09-12 00:00:00,2.35,4.41,35.91,27.876862210933677
2000-09-13 00:00:00,0.01,2.53,30.51,25.936140408087915
2000-09-14 00:00:00,0.0,3.62,23.46,24.127857916194145
2000-09-15 00:00:00,0.0,5.05,19.74,22.445650044613785
2000-09-16 00:00:00,0.01,6.92,17.74,20.884632057295214
2000-09-17 00:00:00,2.3,8.63,34.28,22.684766099336773
2000-09-18 00:00:00,0.13,8.97,36.47,21.18951725737488
2000-09-19 00:00:00,0.0,8.27,24.74,19.712172036948665
2000-09-20 00:00:00,0.0,6.79,19.41,18.337828167322762
2000-09-21 00:00:00,0.0,6.79,16.47,17.059304335612406
2000-09-22 00:00:00,0.0,7.4,14.65,15.869919914160251
2000-09-23 00:00:00,0.15,7.54,13.44,14.866917279963223
2000-09-24 00:00:00,0.0,8.5,13.39,13.830387333610558
2000-09-25 00:00:00,0.0,8.68,12.96,12.866124845901375
2000-09-26 00:00:00,0.0,8.93,12.61,11.969091288429277
2000-09-27 00:00:00,0.0,7.94,12.39,11.134599421860123
2000-09-28 00:00:00,0.0,7.51,12.09,10.358288803857704
2000-09-29 00:00:00,0.99,9.68,11.88,10.758603284438628
2000-09-30 00:00:00,0.0,12.2,12.1,10.008507331441146
2000-10-01 00:00:00,0.0,13.16,11.96,9.31070849581363
2000-10-02 00:00:00,0.0,9.5,11.29,8.661560592725621
2000-10-03 00:00:00,1.31,9.46,11.62,9.656727227990755
2000-10-04 00:00:00,0.0,8.05,13.26,8.983454701677461
2000-10-05 00:00:00,0.0,8.6,12.19,8.357123119639201
2000-10-06 00:00:00,0.0,7.3,11.15,7.774459732486512
2000-10-07 00:00:00,0.23,6.02,10.57,7.409960377814418
2000-10-08 00:00:00,0.0,9.71,10.39,6.893333716869525
2000-10-09 00:00:00,0.04,6.77,10.38,6.432203471133685
2000-10-10 00:00:00,0.02,6.14,10.05,5.991859807099647
2000-10-11 00:00:00,1.27,4.66,10.35,7.111721724470383
2000-10-12 00:00:00,1.45,4.89,12.03,8.433813928822774
2000-10-13 00:00:00,0.54,6.35,14.99,8.36772223601525
2000-10-14 00:00:00,0.0,3.17,14.7,7.7843198724277185
2000-10-15 00:00:00,0.0,4.06,13.04,7.241592654147303
2000-10-16 00:00:00,0.05,4.95,11.94,6.762524779744863
2000-10-17 00:00:00,0.11,7.84,11.87,6.3609543116113585
2000-10-18 00:00:00,2.66,8.79,12.15,9.830409091499462
2000-10-19 00:00:00,0.93,7.67,12.03,10.182273567078482
2000-10-20 00:00:00,0.45,6.05,11.22,9.886897195575546
2000-10-21 00:00:00,0.0,3.86,10.35,9.197577087933867
2000-10-22 00:00:00,6.63,6.98,16.84,19.43698347058539
2000-10-23 00:00:00,0.15,3.3,25.61,18.18528313213995
2000-10-24 00:00:00,0.49,3.64,17.41,17.379020052059232
2000-10-25 00:00:00,2.5,4.67,18.37,19.785316366570687
2000-10-26 00:00:00,1.5,2.44,27.21,20.016624931122635
2000-10-27 00:00:00,0.01,-0.22,18.06,18.62300277885643
2000-10-28 00:00:00,1.42,-1.56,11.96,17.477159409001587
2000-10-29 00:00:00,0.06,-0.37,10.35,16.27781199710054
2000-10-30 00:00:00,0.77,-0.45,9.22,15.794097631673921
2000-10-31 00:00:00,2.28,-0.33,8.49,16.65011597140419
2000-11-01 00:00:00,0.0,3.36,12.29,15.540299856128756
2000-11-02 00:00:00,0.0,3.42,13.3,19.371162261374476
2000-11-03 00:00:00,0.0,-0.04,11.85,19.06000010725392
2000-11-04 00:00:00,0.2,2.17,10.82,17.78616641054468
2000-11-05 00:00:00,0.0,2.4,10.14,17.248483096566208
2000-11-06 00:00:00,0.0,-0.07,9.12,16.04621048765143
2000-11-07 00:00:00,0.0,-4.84,7.61,14.928287962281813
2000-11-08 00:00:00,1.9,-1.19,8.21,14.45524239988358
2000-11-09 00:00:00,0.35,2.72,10.35,13.677040338205266
2000-11-10 00:00:00,0.0,2.77,10.45,15.429700210577913
2000-11-11 00:00:00,0.0,-0.06,9.29,14.35434751459026
2000-11-12 00:00:00,0.0,-0.39,10.37,13.354774986018176
2000-11-13 00:00:00,0.65,2.7,12.15,12.917469275240467
2000-11-14 00:00:00,0.37,0.39,11.2,12.391714362699242
2000-11-15 00:00:00,0.0,-5.38,6.0,11.52822862421789
2000-11-16 00:00:00,0.0,-7.55,4.0,10.725648217560394
2000-11-17 00:00:00,0.0,-1.94,7.0,9.978319950248585
2000-11-18 00:00:00,0.0,1.58,13.51,9.283796051159184
2000-11-19 00:00:00,1.55,-0.44,9.22,9.485120884538198
2000-11-20 00:00:00,0.66,0.59,8.61,9.104980198760904
2000-11-21 00:00:00,0.01,2.21,8.94,8.798362313495941
2000-11-22 00:00:00,0.04,-0.56,7.78,9.670043480349944
2000-11-23 00:00:00,0.02,-0.35,6.37,9.000282904085738
2000-11-24 00:00:00,0.0,1.79,7.32,8.37447824915249
2000-11-25 00:00:00,0.01,2.96,7.35,7.841438126889894
2000-11-26 00:00:00,0.0,2.18,7.54,7.810190571978095
2000-11-27 00:00:00,0.0,1.25,7.0,7.266799197255098
2000-11-28 00:00:00,0.0,0.36,6.0,6.7608703993209875
2000-11-29 00:00:00,0.0,-5.09,4.0,6.290634334993401
2000-11-30 00:00:00,2.7,-1.09,8.0,6.744397421434044
2000-12-01 00:00:00,3.51,1.28,18.06,10.20771272004046
2000-12-02 00:00:00,1.03,0.32,16.28,12.189732023768688
2000-12-03 00:00:00,0.1,2.86,18.93,11.433270533284126
2000-12-04 00:00:00,0.0,0.68,15.28,13.331925491605658
2000-12-05 00:00:00,0.0,-0.3,11.93,12.405367533151606
2000-12-06 00:00:00,3.92,4.7,18.57,17.93427634942388
2000-12-07 00:00:00,0.0,4.6,40.97,18.78352251231257
2000-12-08 00:00:00,0.0,-1.55,27.83,17.787603338892698
2000-12-09 00:00:00,0.43,-1.18,21.4,16.640678698928532
2000-12-10 00:00:00,0.0,-0.03,16.72,15.480511469375841
2000-12-11 00:00:00,0.0,-0.51,14.65,14.573994902291293
2000-12-12 00:00:00,0.0,0.4,11.96,13.55791794128647
2000-12-13 00:00:00,0.02,-0.31,9.3,12.673442324592365
2000-12-14 00:00:00,0.26,1.52,13.13,11.890600230250461
2000-12-15 00:00:00,2.61,-2.46,8.74,11.617106726029089
2000-12-16 00:00:00,8.48,-2.25,9.15,12.244625250494964
2000-12-17 00:00:00,0.81,-3.06,12.18,11.409786254896071
2000-12-18 00:00:00,0.0,-6.7,6.57,10.624322360544562
2000-12-19 00:00:00,0.0,-12.45,3.13,9.90238741264559
2000-12-20 00:00:00,0.0,-14.53,3.47,9.221985975508925
2000-12-21 00:00:00,0.01,-13.44,4.8,8.597788838272507
2000-12-22 00:00:00,1.37,-6.72,7.03,8.012077854076608
2000-12-23 00:00:00,5.78,-3.61,7.48,7.491139939529541
2000-12-24 00:00:00,3.78,-4.87,8.43,6.9940306263450465
2000-12-25 00:00:00,3.77,-5.47,8.41,6.557595860625761
2000-12-26 00:00:00,3.62,-7.08,8.38,6.137660303032213
2000-12-27 00:00:00,0.0,-12.97,7.42,5.760757407219821
2000-12-28 00:00:00,0.0,-15.5,7.4,5.396250673844859
2000-12-29 00:00:00,0.02,-18.44,7.4,5.070939722182045
2000-12-30 00:00:00,0.01,-19.85,7.4,4.754435607896925
2000-12-31 00:00:00,0.0,-22.0,7.4,4.4736985477349
2001-01-01 00:00:00,0.0,-19.61,7.4,4.198707969453275
2001-01-02 00:00:00,0.02,-8.17,7.34,3.956617848967693
2001-01-03 00:00:00,0.0,-6.34,7.28,3.717552404328704
2001-01-04 00:00:00,0.0,-1.87,7.22,3.5088358337050125
2001-01-05 00:00:00,0.0,-2.24,7.15,4.263328368918973
2001-01-06 00:00:00,0.0,-1.51,7.2,4.754115116610109
2001-01-07 00:00:00,0.02,-0.14,7.14,5.75962905647508
2001-01-08 00:00:00,0.0,-2.61,6.89,6.179574281537329
2001-01-09 00:00:00,2.86,-4.92,6.8,5.776668148984325
2001-01-10 00:00:00,3.18,-5.6,6.89,5.450311464957211
2001-01-11 00:00:00,13.93,-4.76,6.8,5.150176163140357
2001-01-12 00:00:00,10.54,-2.09,6.85,6.903746925304164
2001-01-13 00:00:00,1.59,-1.96,7.03,6.859566417317145
2001-01-14 00:00:00,0.0,-7.29,7.04,6.6604998917017335
2001-01-15 00:00:00,0.0,-9.31,7.11,6.276265515323213
2001-01-16 00:00:00,0.0,-12.28,7.16,5.960441073844926
2001-01-17 00:00:00,0.0,-13.02,7.19,5.624741625972319
2001-01-18 00:00:00,0.0,-13.92,6.87,5.353926149304608
2001-01-19 00:00:00,0.0,-15.87,6.67,5.060240630266763
2001-01-20 00:00:00,0.0,-15.22,6.65,4.828368251572086
2001-01-21 00:00:00,0.0,-10.21,6.49,4.57105322201689
2001-01-22 00:00:00,0.0,-5.74,6.65,4.3728744491154155
2001-01-23 00:00:00,0.0,-6.52,7.17,4.147045927908611
2001-01-24 00:00:00,0.02,-4.87,7.36,3.978107015197731
2001-01-25 00:00:00,0.02,-1.06,7.18,3.784582067253044
2001-01-26 00:00:00,0.0,-0.66,7.2,4.118558982093997
2001-01-27 00:00:00,0.0,-0.34,7.25,6.355597809142632
2001-01-28 00:00:00,0.0,-5.48,7.2,8.404361989801188
2001-01-29 00:00:00,0.0,-9.51,7.11,7.880125149581758
2001-01-30 00:00:00,3.12,-5.51,6.94,7.4731475495184165
2001-01-31 00:00:00,3.75,-3.53,6.88,7.028520783263233
2001-02-01 00:00:00,1.79,-10.64,7.02,6.688750387890417
2001-02-02 00:00:00,0.0,-15.65,7.01,6.298551414706148
2001-02-03 00:00:00,0.0,-22.97,7.34,6.009161951667018
2001-02-04 00:00:00,0.0,-25.97,7.13,5.66608433785392
2001-02-05 00:00:00,0.0,-26.02,6.35,5.420279642843694
2001-02-06 00:00:00,0.0,-22.55,6.03,5.118000192833403
2001-02-07 00:00:00,0.0,-15.78,5.74,4.9098987848176785
2001-02-08 00:00:00,0.24,-5.87,5.64,4.643918171618799
2001-02-09 00:00:00,0.71,-9.28,5.51,4.471679765065792
2001-02-10 00:00:00,0.0,-9.53,5.46,4.235991429507495
2001-02-11 00:00:00,0.0,-8.03,5.5,4.091676603489155
2001-02-12 00:00:00,0.03,-3.52,5.54,3.8823442209217616
2001-02-13 00:00:00,5.92,-0.69,5.8,8.168215480677267
2001-02-14 00:00:00,2.57,1.83,7.01,12.088848308859545
2001-02-15 00:00:00,0.0,0.81,6.51,18.175328975991054
2001-02-16 00:00:00,1.67,-2.25,6.33,20.46562542546886
2001-02-17 00:00:00,2.9,-4.39,7.27,19.14685538866297
2001-02-18 00:00:00,16.77,-1.45,8.36,21.61294469960319
2001-02-19 00:00:00,1.42,0.54,7.92,21.625250588058904
2001-02-20 00:00:00,3.97,-1.4,8.11,22.69989026153323
2001-02-21 00:00:00,9.97,-2.03,7.47,23.144636213682038
2001-02-22 00:00:00,7.89,-6.03,7.37,21.807271040114355
2001-02-23 00:00:00,1.3,-9.15,7.45,20.43463425729103
2001-02-24 00:00:00,4.59,-10.06,7.25,19.309835741059736
2001-02-25 00:00:00,1.93,-11.92,7.41,18.119858562010933
2001-02-26 00:00:00,0.0,-16.46,7.41,17.15542370703911
2001-02-27 00:00:00,0.0,-20.93,7.3,16.115119750086652
2001-02-28 00:00:00,0.0,-22.78,7.49,15.289436103159312
2001-03-01 00:00:00,0.0,-21.46,7.57,14.378698074231151
2001-03-02 00:00:00,0.0,-18.97,7.47,13.673061894762025
2001-03-03 00:00:00,0.0,-17.01,6.91,12.874488421025001
2001-03-04 00:00:00,0.19,-13.92,6.69,12.273736589261354
2001-03-05 00:00:00,1.5,-7.36,6.63,11.579280318295607
2001-03-06 00:00:00,1.1,-3.28,6.7,11.073752686549225
2001-03-07 00:00:00,7.59,-2.15,6.87,11.891280875673456
2001-03-08 00:00:00,0.0,-1.87,7.13,11.477721539193794
2001-03-09 00:00:00,0.0,-2.43,6.63,11.933093669112338
2001-03-10 00:00:00,0.01,-1.57,6.68,12.123281722418774
2001-03-11 00:00:00,0.07,-1.5,6.65,11.84654327514452
2001-03-12 00:00:00,0.33,-1.14,6.86,11.754949594335656
2001-03-13 00:00:00,0.09,0.7,6.94,11.653131057547478
2001-03-14 00:00:00,3.44,-1.23,6.89,14.932718027581206
2001-03-15 00:00:00,2.49,-4.31,6.88,14.061273652206596
2001-03-16 00:00:00,0.11,-6.44,6.8,13.423232024641726
2001-03-17 00:00:00,0.0,-9.66,6.7,12.656450661981058
2001-03-18 00:00:00,0.0,-13.48,6.58,12.115185525280072
2001-03-19 00:00:00,0.0,-15.01,6.42,11.439024675579988
2001-03-20 00:00:00,0.0,-14.43,6.33,10.981474592957724
2001-03-21 00:00:00,2.45,-9.64,6.3,10.395588026611746
2001-03-22 00:00:00,0.71,-8.85,6.17,10.013563524233934
2001-03-23 00:00:00,0.0,-10.85,6.15,9.494546665049864
2001-03-24 00:00:00,0.0,-9.9,6.14,9.174173197502338
2001-03-25 00:00:00,0.38,-8.0,6.12,8.714911056687436
2001-03-26 00:00:00,0.19,-11.39,6.07,8.448781857251385
2001-03-27 00:00:00,0.0,-12.32,6.03,8.03947869907384
2001-03-28 00:00:00,0.0,-9.32,6.14,7.819275324021568
2001-03-29 00:00:00,0.0,-7.66,5.83,7.453248106945124
2001-03-30 00:00:00,0.56,-4.23,5.68,7.275860557321749
2001-03-31 00:00:00,0.31,-2.76,5.76,6.948612589015742
2001-04-01 00:00:00,0.01,-0.46,6.02,6.810531981351212
2001-04-02 00:00:00,0.04,2.02,6.42,7.624322011392007
2001-04-03 00:00:00,1.68,2.45,7.12,16.91373829845579
2001-04-04 00:00:00,1.28,1.53,8.6,25.49287232340183
2001-04-05 00:00:00,0.0,2.27,11.86,27.955344570682517
2001-04-06 00:00:00,3.93,1.12,17.58,38.170760662229476
2001-04-07 00:00:00,0.02,-0.92,13.47,38.3654610389885
2001-04-08 00:00:00,0.05,-0.96,11.51,35.95259026983747
2001-04-09 00:00:00,6.1,-0.5,10.68,38.37019534333238
2001-04-10 00:00:00,2.43,-1.59,10.52,36.55389404684852
2001-04-11 00:00:00,1.09,-2.62,10.39,34.39608751701727
2001-04-12 00:00:00,2.13,-4.28,10.39,32.283327795718584
2001-04-13 00:00:00,1.56,-5.76,10.25,30.265822764305874
2001-04-14 00:00:00,0.3,-6.45,9.46,28.4416562862183
2001-04-15 00:00:00,0.0,-4.51,8.49,26.69119834443926
2001-04-16 00:00:00,3.51,-0.78,9.03,27.54911030545681
2001-04-17 00:00:00,3.66,-1.75,9.17,27.361805886216533
2001-04-18 00:00:00,0.23,-3.26,8.57,25.76832619144043
2001-04-19 00:00:00,0.06,-5.18,8.29,24.233950802123445
2001-04-20 00:00:00,0.0,-6.06,8.2,22.826875361687705
2001-04-21 00:00:00,0.0,-3.27,8.14,21.496684507432768
2001-04-22 00:00:00,0.0,0.0,9.0,20.323287476777818
2001-04-23 00:00:00,0.0,0.54,10.82,20.81557591447517
2001-04-24 00:00:00,0.02,1.95,14.2,22.321863556595613
2001-04-25 00:00:00,0.01,3.44,24.68,27.02392463430093
2001-04-26 00:00:00,0.01,4.64,54.27,37.58431024251943
2001-04-27 00:00:00,0.21,4.2,105.55,90.00237633375731
2001-04-28 00:00:00,0.0,4.38,139.94,160.9678385316968
2001-04-29 00:00:00,0.05,3.22,129.22,195.86470973047355
2001-04-30 00:00:00,2.88,3.4,146.56,214.66926666946583
2001-05-01 00:00:00,0.03,4.57,143.15,193.05473612986276
2001-05-02 00:00:00,1.91,3.21,144.69,244.76997423663053
2001-05-03 00:00:00,0.95,6.51,250.12,196.11667483857002
2001-05-04 00:00:00,0.11,2.6,176.6,262.321438112469
2001-05-05 00:00:00,2.23,0.09,100.68,198.6511664819144
2001-05-06 00:00:00,0.02,0.83,79.88,96.6199367975977
2001-05-07 00:00:00,0.0,3.77,125.21,57.228522599097964
2001-05-08 00:00:00,0.0,8.58,204.21,101.3166115548961
2001-05-09 00:00:00,0.0,8.83,266.72,231.23741095919402
2001-05-10 00:00:00,0.0,6.21,282.35,299.26775445062884
2001-05-11 00:00:00,0.0,7.21,289.64,247.33690016630783
2001-05-12 00:00:00,0.0,8.16,341.84,234.37954108662905
2001-05-13 00:00:00,0.0,8.47,340.72,241.65715226323994
2001-05-14 00:00:00,0.54,4.9,242.34,235.1881841647644
2001-05-15 00:00:00,0.0,2.19,187.94,173.10331177066897
2001-05-16 00:00:00,0.0,6.86,221.64,86.64738096298986
2001-05-17 00:00:00,0.0,7.04,279.2,118.87562322190588
2001-05-18 00:00:00,5.41,7.24,303.82,187.0187124789173
2001-05-19 00:00:00,4.38,6.0,367.31,224.0319649671026
2001-05-20 00:00:00,3.62,3.17,270.32,212.91531793278742
2001-05-21 00:00:00,3.04,1.12,163.77,134.3730500889923
2001-05-22 00:00:00,0.18,2.81,128.09,64.26409588484492
2001-05-23 00:00:00,4.34,5.21,202.06,93.89485747571601
2001-05-24 00:00:00,3.52,3.78,210.3,123.01222683806812
2001-05-25 00:00:00,7.44,1.99,162.95,157.98301077715467
2001-05-26 00:00:00,0.73,4.5,139.99,81.4656074389915
2001-05-27 00:00:00,3.69,6.55,234.76,112.07717555481996
2001-05-28 00:00:00,5.98,5.22,260.05,177.33599242681228
2001-05-29 00:00:00,0.0,5.55,182.21,109.74098015902564
2001-05-30 00:00:00,0.0,5.9,170.87,61.08789138502409
2001-05-31 00:00:00,0.04,7.26,169.4,46.46200195826076
2001-06-01 00:00:00,2.55,7.41,162.22,84.41667538975352
2001-06-02 00:00:00,5.84,5.81,135.46,149.82602085843317
2001-06-03 00:00:00,2.49,4.12,115.71,122.1186145872115
2001-06-04 00:00:00,1.1,3.13,106.89,71.27771424281003
2001-06-05 00:00:00,0.0,7.12,95.39,45.515541658556614
2001-06-06 00:00:00,0.03,9.25,118.2,43.15872235630924
2001-06-07 00:00:00,11.89,8.29,242.42,164.32833875955868
2001-06-08 00:00:00,3.84,6.27,225.42,145.24247455950743
2001-06-09 00:00:00,8.84,5.36,237.42,190.6426659450431
2001-06-10 00:00:00,0.01,4.56,143.05,95.80738430741856
2001-06-11 00:00:00,1.29,4.08,107.37,62.81921702542145
2001-06-12 00:00:00,6.0,3.41,123.83,108.15266999616527
2001-06-13 00:00:00,5.29,2.86,134.79,118.23738031417744
2001-06-14 00:00:00,0.25,5.07,112.84,57.15806048480242
2001-06-15 00:00:00,3.34,3.77,122.45,76.52770893125427
2001-06-16 00:00:00,0.86,5.13,143.42,47.09202602051663
2001-06-17 00:00:00,0.0,7.93,116.8,44.45697999301856
2001-06-18 00:00:00,0.0,8.28,102.4,42.44438656130804
2001-06-19 00:00:00,0.53,7.13,94.68,41.54660932093313
2001-06-20 00:00:00,0.0,14.36,132.27,40.15733069413581
2001-06-21 00:00:00,0.02,14.45,145.6,41.80451245025428
2001-06-22 00:00:00,0.09,10.11,104.76,44.56387507386272
2001-06-23 00:00:00,0.0,11.77,76.78,43.478432259758364
2001-06-24 00:00:00,0.0,13.99,74.16,40.44709118150782
2001-06-25 00:00:00,0.28,13.57,63.48,37.85472780445317
2001-06-26 00:00:00,0.33,13.55,58.57,35.4956199588794
2001-06-27 00:00:00,0.0,11.7,50.52,33.02084510415425
2001-06-28 00:00:00,0.02,14.25,49.7,30.726726190922545
2001-06-29 00:00:00,1.19,13.7,49.59,30.00071874754464
2001-06-30 00:00:00,1.98,12.93,46.19,30.603766467108738
2001-07-01 00:00:00,6.66,13.92,94.18,39.39995491147764
2001-07-02 00:00:00,18.43,9.44,228.38,195.5245317181989
2001-07-03 00:00:00,2.98,11.74,113.87,126.58701002513395
2001-07-04 00:00:00,4.29,14.45,110.18,113.08510299573523
2001-07-05 00:00:00,2.85,17.64,117.3,85.74508883608924
2001-07-06 00:00:00,0.0,14.85,71.82,46.40516097602054
2001-07-07 00:00:00,1.06,15.94,50.08,44.39346085222922
2001-07-08 00:00:00,3.08,15.9,56.87,46.00749202905031
2001-07-09 00:00:00,0.0,18.58,45.03,42.7998234622141
2001-07-10 00:00:00,19.04,15.59,169.33,227.01570762439184
2001-07-11 00:00:00,4.71,11.75,139.32,165.77182976980376
2001-07-12 00:00:00,0.25,13.08,72.89,79.85420032670572
2001-07-13 00:00:00,1.19,12.38,48.56,48.45916233885731
2001-07-14 00:00:00,7.92,10.46,56.25,121.20737849668215
2001-07-15 00:00:00,4.43,8.84,78.02,112.27971621787016
2001-07-16 00:00:00,13.93,8.06,182.46,225.9700449320602
2001-07-17 00:00:00,2.11,8.5,101.55,128.9034525136522
2001-07-18 00:00:00,0.48,9.55,65.72,64.33563550625234
2001-07-19 00:00:00,4.51,8.73,87.98,86.3886978284402
2001-07-20 00:00:00,22.08,7.45,471.57,314.88588503979537
2001-07-21 00:00:00,4.15,7.42,228.22,200.3585915396272
2001-07-22 00:00:00,0.85,11.73,125.92,101.71377046838757
2001-07-23 00:00:00,0.52,12.46,79.97,51.84472219979161
2001-07-24 00:00:00,1.4,12.54,66.14,46.02533268068056
2001-07-25 00:00:00,0.01,13.14,44.98,42.819799869114135
2001-07-26 00:00:00,1.27,12.21,39.55,41.3719968147959
2001-07-27 00:00:00,1.07,9.54,36.16,39.72581508939926
2001-07-28 00:00:00,0.07,9.55,30.16,36.995606920899114
2001-07-29 00:00:00,0.64,13.99,26.38,35.06313482340626
2001-07-30 00:00:00,0.96,13.14,26.3,33.698210846995565
2001-07-31 00:00:00,4.0,10.16,24.95,37.90044883293633
2001-08-01 00:00:00,1.13,7.56,32.23,36.58467280121671
2001-08-02 00:00:00,3.29,5.75,51.43,39.15237821549422
2001-08-03 00:00:00,0.0,7.47,34.83,36.422652090900776
2001-08-04 00:00:00,2.68,11.02,28.64,37.83339543255956
2001-08-05 00:00:00,14.76,11.21,222.34,138.95215929427482
2001-08-06 00:00:00,28.72,7.85,458.31,422.14652061976363
2001-08-07 00:00:00,1.53,8.75,183.4,214.2676667662708
2001-08-08 00:00:00,2.86,8.13,149.75,133.71849202723905
2001-08-09 00:00:00,1.44,10.74,88.7,76.83938182470209
2001-08-10 00:00:00,10.82,10.54,121.42,170.61678980751674
2001-08-11 00:00:00,1.85,9.19,86.17,99.35670815037163
2001-08-12 00:00:00,0.8,7.65,72.21,53.45270008628491
2001-08-13 00:00:00,5.96,8.91,88.54,99.24107685375972
2001-08-14 00:00:00,4.84,10.25,81.9,106.98475490684433
2001-08-15 00:00:00,0.7,11.68,67.45,56.05172660061366
2001-08-16 00:00:00,0.06,14.59,47.0,44.581708412010855
2001-08-17 00:00:00,0.74,17.58,37.47,42.250562875734666
2001-08-18 00:00:00,4.35,12.91,32.02,46.44372851651469
2001-08-19 00:00:00,1.34,8.96,28.89,44.8511054522792
2001-08-20 00:00:00,0.0,12.26,23.93,41.72406081667311
2001-08-21 00:00:00,12.37,11.98,56.84,136.66147240223134
2001-08-22 00:00:00,0.0,11.88,49.27,64.60150325333097
2001-08-23 00:00:00,0.0,12.28,30.68,45.083597222069834
2001-08-24 00:00:00,0.01,13.07,24.1,41.94372274343216
2001-08-25 00:00:00,0.62,13.86,24.39,39.640831049888746
2001-08-26 00:00:00,1.62,12.7,22.41,38.968299106629466
2001-08-27 00:00:00,10.97,11.19,68.92,99.89677520131964
2001-08-28 00:00:00,4.82,7.12,105.77,107.04647859606926
2001-08-29 00:00:00,2.86,6.11,94.4,83.03376124945045
2001-08-30 00:00:00,0.0,9.37,51.29,46.23569150502832
2001-08-31 00:00:00,0.01,10.33,36.34,43.01549235633161
2001-09-01 00:00:00,0.02,11.42,45.43,40.02454094009839
2001-09-02 00:00:00,12.99,6.85,120.75,132.39956317637078
2001-09-03 00:00:00,0.0,6.85,57.61,62.5868480774415
2001-09-04 00:00:00,0.6,7.49,40.62,45.55390239131441
2001-09-05 00:00:00,0.27,5.71,35.14,42.595266803409416
2001-09-06 00:00:00,1.37,6.81,30.31,41.31763976042418
2001-09-07 00:00:00,2.35,6.61,30.94,41.782861627078
2001-09-08 00:00:00,2.16,4.65,32.7,41.87758225983758
2001-09-09 00:00:00,1.72,4.55,72.64,41.21350295950718
2001-09-10 00:00:00,21.98,7.98,623.51,252.34521791434415
2001-09-11 00:00:00,4.97,8.05,208.15,180.9724158438898
2001-09-12 00:00:00,0.04,6.86,112.59,85.69511466460085
2001-09-13 00:00:00,0.02,6.9,73.26,46.410150606489076
2001-09-14 00:00:00,10.88,7.05,206.31,151.1375370568518
2001-09-15 00:00:00,5.19,6.82,178.93,135.86090138182306
2001-09-16 00:00:00,0.07,7.74,94.23,64.52178461632151
2001-09-17 00:00:00,0.0,7.98,61.97,45.07861446922624
2001-09-18 00:00:00,0.0,8.07,47.4,41.935707775286865
2001-09-19 00:00:00,0.0,9.43,39.3,39.01192632738964
2001-09-20 00:00:00,0.0,11.27,34.46,36.29199258848723
2001-09-21 00:00:00,0.0,10.55,29.65,33.76169418012284
2001-09-22 00:00:00,0.01,7.64,27.39,31.4111892346362
2001-09-23 00:00:00,0.0,6.64,24.69,29.22118321797991
2001-09-24 00:00:00,0.0,6.07,22.62,27.18386566902742
2001-09-25 00:00:00,0.13,7.46,20.98,25.374937040746154
2001-09-26 00:00:00,0.01,5.79,19.82,23.609161583158592
2001-09-27 00:00:00,2.12,4.36,19.47,24.900761987119726
2001-09-28 00:00:00,4.79,2.72,23.27,30.069651945088474
2001-09-29 00:00:00,4.09,-0.93,30.75,29.474553185800627
2001-09-30 00:00:00,0.0,-0.27,26.89,27.419897529334758
2001-10-01 00:00:00,0.02,3.78,33.77,25.919668867256345
2001-10-02 00:00:00,5.18,5.13,84.64,40.458198964195915
2001-10-03 00:00:00,0.15,7.3,56.2,39.01879979186625
2001-10-04 00:00:00,0.02,8.4,37.16,36.94640979361541
2001-10-05 00:00:00,6.7,6.05,31.47,45.36603057814867
2001-10-06 00:00:00,2.85,4.95,34.82,46.472414719775976
2001-10-07 00:00:00,0.77,7.81,42.01,44.04946211791894
2001-10-08 00:00:00,1.67,6.32,44.74,43.15143382442172
2001-10-09 00:00:00,0.89,5.95,39.9,41.1240957107779
2001-10-10 00:00:00,0.0,6.9,32.07,38.25690031860713
2001-10-11 00:00:00,10.19,5.86,93.0,85.21058967755711
2001-10-12 00:00:00,1.52,4.58,68.22,54.87264735483311
2001-10-13 00:00:00,0.25,5.97,57.52,44.672766679682525
2001-10-14 00:00:00,0.67,3.97,42.32,42.243582597937674
2001-10-15 00:00:00,0.97,2.86,34.0,40.39226261739211
2001-10-16 00:00:00,0.31,7.53,30.28,37.79573735054111
2001-10-17 00:00:00,1.03,8.81,30.35,36.49620428281026
2001-10-18 00:00:00,0.0,2.37,28.66,33.951668118724555
2001-10-19 00:00:00,0.0,-1.77,23.86,31.58453846629051
2001-10-20 00:00:00,0.0,-2.63,20.5,29.382446442400624
2001-10-21 00:00:00,0.0,-2.72,18.87,27.333885529527443
2001-10-22 00:00:00,0.14,-1.32,19.35,25.436287396899825
