Dato	Time	P_mm_738moh	T_minC_738moh	T_maxC_738moh	Q_Hagabru
dd.mm.yyyy	hh:mm:ss	mm	grC	grC	m3/s
22.10.2005	00:00:00	0.28	-1.12	-1.12	12.37
23.10.2005	00:00:00	0.09	-4.96	-4.96	11.20
24.10.2005	00:00:00	0.3	-7.69	-7.69	6.47
25.10.2005	00:00:00	0	-6.05	-6.05	7.20
26.10.2005	00:00:00	1.66	-3.45	-3.45	6.98
27.10.2005	00:00:00	0.93	-0.88	-0.88	9.05
28.10.2005	00:00:00	0.05	2.67	2.67	10.74
29.10.2005	00:00:00	0	8.98	8.98	53.83
30.10.2005	00:00:00	0.01	6.72	6.72	31.85
31.10.2005	00:00:00	0	10.14	10.14	24.74
1.11.2005	00:00:00	0.02	10.43	10.43	20.99
2.11.2005	00:00:00	0.03	7.92	7.92	18.51
3.11.2005	00:00:00	0	2.62	2.62	16.49
4.11.2005	00:00:00	0.03	6.08	6.08	15.32
5.11.2005	00:00:00	1.13	7.76	7.76	15.38
6.11.2005	00:00:00	0.03	2.96	2.96	18.51
7.11.2005	00:00:00	0.41	3.61	3.61	15.83
8.11.2005	00:00:00	0	3.51	3.51	15.64
9.11.2005	00:00:00	0.39	5.93	5.93	14.21
10.11.2005	00:00:00	2.84	3.67	3.67	19.16
11.11.2005	00:00:00	0.07	1.86	1.86	16.09
12.11.2005	00:00:00	0.32	2.27	2.27	12.53
13.11.2005	00:00:00	1.38	3.36	3.36	15.13
14.11.2005	00:00:00	6.05	0.22	0.22	20.60
15.11.2005	00:00:00	18.38	0.79	0.79	57.03
16.11.2005	00:00:00	13.53	-3.12	-3.12	30.01
17.11.2005	00:00:00	5.82	-3.69	-3.69	27.29
18.11.2005	00:00:00	3.52	-3.58	-3.58	24.48
19.11.2005	00:00:00	4.44	-3.41	-3.41	22.61
20.11.2005	00:00:00	5.33	-1.85	-1.85	22.94
21.11.2005	00:00:00	1.49	-3.56	-3.56	19.84
22.11.2005	00:00:00	0.4	-1.07	-1.07	25.01
23.11.2005	00:00:00	0	-1.33	-1.33	36.11
24.11.2005	00:00:00	1.65	0.29	0.29	57.34
25.11.2005	00:00:00	1.69	-0.91	-0.91	40.25
26.11.2005	00:00:00	0.01	-1.63	-1.63	26.45
27.11.2005	00:00:00	0	-5.89	-5.89	21.77
28.11.2005	00:00:00	0.03	-7.70	-7.70	18.93
29.11.2005	00:00:00	1.86	-7.51	-7.51	17.98
30.11.2005	00:00:00	3.88	-7.58	-7.58	16.09
1.12.2005	00:00:00	0.04	-11.70	-11.70	12.77
2.12.2005	00:00:00	0.01	-8.56	-8.56	16.56
3.12.2005	00:00:00	0	-6.62	-6.62	14.19
4.12.2005	00:00:00	0	-6.44	-6.44	14.66
5.12.2005	00:00:00	0.01	-3.22	-3.22	15.61
6.12.2005	00:00:00	0	-2.64	-2.64	14.66
7.12.2005	00:00:00	0	-3.72	-3.72	14.66
8.12.2005	00:00:00	0	-4.23	-4.23	13.24
9.12.2005	00:00:00	0	-6.85	-6.85	9.46
10.12.2005	00:00:00	0	-9.12	-9.12	14.23
11.12.2005	00:00:00	9.55	-0.53	-0.53	112.34
12.12.2005	00:00:00	7.32	0.61	0.61	134.73
13.12.2005	00:00:00	7.28	-0.64	-0.64	86.15
14.12.2005	00:00:00	5.96	0.26	0.26	85.20
15.12.2005	00:00:00	9.77	-0.94	-0.94	84.24
16.12.2005	00:00:00	6.6	-3.79	-3.79	66.14
17.12.2005	00:00:00	2.99	-5.90	-5.90	55.67
18.12.2005	00:00:00	2.58	-5.65	-5.65	46.14
19.12.2005	00:00:00	0.2	-8.37	-8.37	40.90
20.12.2005	00:00:00	1.05	-8.93	-8.93	35.66
21.12.2005	00:00:00	1.45	-9.08	-9.08	28.52
22.12.2005	00:00:00	0.38	-8.43	-8.43	30.90
23.12.2005	00:00:00	3.02	-3.64	-3.64	30.90
24.12.2005	00:00:00	6.31	-2.51	-2.51	30.42
25.12.2005	00:00:00	11.04	-2.09	-2.09	26.61
26.12.2005	00:00:00	2.72	-4.95	-4.95	25.66
27.12.2005	00:00:00	0	-13.91	-13.91	19.94
28.12.2005	00:00:00	0	-19.47	-19.47	18.99
29.12.2005	00:00:00	0	-15.86	-15.86	18.99
30.12.2005	00:00:00	0.82	-12.36	-12.36	19.94
31.12.2005	00:00:00	0	-9.02	-9.02	18.98
1.1.2006	00:00:00	0.09	-7.82	-7.82	23.92
2.1.2006	00:00:00	1.42	-7.88	-7.88	25.31
3.1.2006	00:00:00	1.23	-3.98	-3.98	23.50
4.1.2006	00:00:00	0.01	-8.74	-8.74	20.79
5.1.2006	00:00:00	0	-5.28	-5.28	17.54
6.1.2006	00:00:00	0	-9.75	-9.75	14.84
7.1.2006	00:00:00	0	-17.07	-17.07	14.45
8.1.2006	00:00:00	0	-20.63	-20.63	16.58
9.1.2006	00:00:00	0	-15.56	-15.56	16.23
10.1.2006	00:00:00	0.18	-10.24	-10.24	19.78
11.1.2006	00:00:00	0	-1.55	-1.55	20.21
12.1.2006	00:00:00	2.19	-0.11	-0.11	18.80
13.1.2006	00:00:00	0	0.47	0.47	18.90
14.1.2006	00:00:00	0	0.27	0.27	18.32
15.1.2006	00:00:00	0	-1.54	-1.54	17.29
16.1.2006	00:00:00	0	-0.92	-0.92	14.46
17.1.2006	00:00:00	0	-4.30	-4.30	13.26
18.1.2006	00:00:00	1.53	-5.21	-5.21	13.23
19.1.2006	00:00:00	0.8	-7.20	-7.20	11.89
20.1.2006	00:00:00	6.5	-10.48	-10.48	10.71
21.1.2006	00:00:00	0.95	-11.27	-11.27	10.33
22.1.2006	00:00:00	0.61	-9.63	-9.63	11.30
23.1.2006	00:00:00	3.87	-7.06	-7.06	11.92
24.1.2006	00:00:00	0.08	-2.50	-2.50	12.42
25.1.2006	00:00:00	8.45	-1.45	-1.45	12.41
26.1.2006	00:00:00	1.53	-2.16	-2.16	12.35
27.1.2006	00:00:00	0.04	-1.17	-1.17	12.84
28.1.2006	00:00:00	4.45	0.78	0.78	14.15
29.1.2006	00:00:00	6.54	1.77	1.77	17.86
30.1.2006	00:00:00	0.53	1.79	1.79	33.96
31.1.2006	00:00:00	12.06	2.54	2.54	120.52
1.2.2006	00:00:00	3.32	3.02	3.02	151.43
2.2.2006	00:00:00	10.82	1.84	1.84	148.92
3.2.2006	00:00:00	2.83	-1.51	-1.51	108.66
4.2.2006	00:00:00	0.21	-8.23	-8.23	60.39
5.2.2006	00:00:00	12.84	-9.60	-9.60	49.48
6.2.2006	00:00:00	17.98	-9.80	-9.80	39.82
7.2.2006	00:00:00	12.54	-5.68	-5.68	41.31
8.2.2006	00:00:00	0.77	-4.51	-4.51	39.60
9.2.2006	00:00:00	6.55	-6.08	-6.08	35.79
10.2.2006	00:00:00	1.75	-6.57	-6.57	32.03
11.2.2006	00:00:00	2.06	-5.41	-5.41	29.86
12.2.2006	00:00:00	0	-8.68	-8.68	23.30
13.2.2006	00:00:00	0	-10.09	-10.09	24.54
14.2.2006	00:00:00	0	-6.90	-6.90	23.89
15.2.2006	00:00:00	0	-3.08	-3.08	24.28
16.2.2006	00:00:00	0.03	-4.65	-4.65	22.94
17.2.2006	00:00:00	0.02	-5.11	-5.11	18.64
18.2.2006	00:00:00	0	-7.76	-7.76	17.24
19.2.2006	00:00:00	0.67	-10.04	-10.04	18.75
20.2.2006	00:00:00	0.35	-6.91	-6.91	20.10
21.2.2006	00:00:00	2.15	-4.01	-4.01	19.57
22.2.2006	00:00:00	0	-6.27	-6.27	17.47
23.2.2006	00:00:00	2.84	-1.18	-1.18	21.05
24.2.2006	00:00:00	1.8	-0.61	-0.61	32.31
25.2.2006	00:00:00	3.71	-1.61	-1.61	33.53
26.2.2006	00:00:00	7.27	-5.27	-5.27	27.76
27.2.2006	00:00:00	4.19	-7.64	-7.64	24.86
28.2.2006	00:00:00	3.55	-12.02	-12.02	20.65
1.3.2006	00:00:00	0	-18.31	-18.31	16.16
2.3.2006	00:00:00	0.01	-17.24	-17.24	18.08
3.3.2006	00:00:00	0	-13.83	-13.83	18.34
4.3.2006	00:00:00	0	-13.92	-13.92	16.74
5.3.2006	00:00:00	0	-17.61	-17.61	14.31
6.3.2006	00:00:00	0	-18.68	-18.68	13.68
7.3.2006	00:00:00	2.61	-13.48	-13.48	15.83
8.3.2006	00:00:00	2.15	-10.77	-10.77	14.40
9.3.2006	00:00:00	0	-11.22	-11.22	13.50
10.3.2006	00:00:00	0	-15.12	-15.12	13.09
11.3.2006	00:00:00	0	-16.43	-16.43	12.21
12.3.2006	00:00:00	0	-14.71	-14.71	12.16
13.3.2006	00:00:00	0	-9.49	-9.49	12.05
14.3.2006	00:00:00	0	-6.20	-6.20	11.68
15.3.2006	00:00:00	0	-9.69	-9.69	11.62
16.3.2006	00:00:00	0	-11.25	-11.25	10.92
17.3.2006	00:00:00	0	-9.33	-9.33	10.87
18.3.2006	00:00:00	0.57	-4.08	-4.08	11.48
19.3.2006	00:00:00	5.19	-1.06	-1.06	13.98
20.3.2006	00:00:00	4.51	-6.66	-6.66	16.71
21.3.2006	00:00:00	4.82	-7.49	-7.49	15.47
22.3.2006	00:00:00	0	-11.37	-11.37	14.40
23.3.2006	00:00:00	0	-14.49	-14.49	13.43
24.3.2006	00:00:00	0.12	-14.13	-14.13	12.98
25.3.2006	00:00:00	1.47	-12.63	-12.63	12.36
26.3.2006	00:00:00	0.01	-10.86	-10.86	12.16
27.3.2006	00:00:00	0.01	-4.91	-4.91	11.30
28.3.2006	00:00:00	0.2	-2.64	-2.64	11.31
29.3.2006	00:00:00	1.46	-0.40	-0.40	11.06
30.3.2006	00:00:00	3.01	-2.90	-2.90	10.86
31.3.2006	00:00:00	1.29	-3.44	-3.44	10.93
1.4.2006	00:00:00	0.45	-4.34	-4.34	10.99
2.4.2006	00:00:00	0	-6.99	-6.99	11.30
3.4.2006	00:00:00	0.11	-5.54	-5.54	11.01
4.4.2006	00:00:00	2.43	-1.52	-1.52	11.15
5.4.2006	00:00:00	0.73	-4.98	-4.98	11.18
6.4.2006	00:00:00	0	-6.35	-6.35	11.66
7.4.2006	00:00:00	0.05	-2.95	-2.95	11.71
8.4.2006	00:00:00	0	-2.78	-2.78	12.01
9.4.2006	00:00:00	0	-3.33	-3.33	12.11
10.4.2006	00:00:00	3.33	-2.81	-2.81	12.36
11.4.2006	00:00:00	1.02	-4.67	-4.67	12.32
12.4.2006	00:00:00	0	-2.82	-2.82	12.59
13.4.2006	00:00:00	0.38	0.40	0.40	13.02
14.4.2006	00:00:00	1.21	-0.24	-0.24	13.49
15.4.2006	00:00:00	2.6	-0.04	-0.04	15.86
16.4.2006	00:00:00	0	-0.11	-0.11	15.13
17.4.2006	00:00:00	0.86	-0.42	-0.42	14.63
18.4.2006	00:00:00	0.16	-1.42	-1.42	16.36
19.4.2006	00:00:00	0.19	-1.75	-1.75	15.32
20.4.2006	00:00:00	0.31	-0.11	-0.11	16.23
21.4.2006	00:00:00	2.05	-0.73	-0.73	16.49
22.4.2006	00:00:00	0	-1.49	-1.49	16.42
23.4.2006	00:00:00	0	2.26	2.26	22.04
24.4.2006	00:00:00	0	2.16	2.16	36.46
25.4.2006	00:00:00	0	3.18	3.18	58.28
26.4.2006	00:00:00	0	3.87	3.87	149.08
27.4.2006	00:00:00	5.83	1.23	1.23	190.14
28.4.2006	00:00:00	2.92	0.66	0.66	129.94
29.4.2006	00:00:00	0.67	0.18	0.18	91.03
30.4.2006	00:00:00	0	4.16	4.16	109.47
1.5.2006	00:00:00	0	5.59	5.59	163.58
2.5.2006	00:00:00	0.18	3.85	3.85	167.49
3.5.2006	00:00:00	0.03	2.79	2.79	202.79
4.5.2006	00:00:00	0	5.62	5.62	299.16
5.5.2006	00:00:00	0	8.76	8.76	398.35
6.5.2006	00:00:00	0	9.35	9.35	421.61
7.5.2006	00:00:00	0	11.20	11.20	395.77
8.5.2006	00:00:00	0	10.31	10.31	367.66
9.5.2006	00:00:00	0	10.01	10.01	323.89
10.5.2006	00:00:00	0	9.88	9.88	303.91
11.5.2006	00:00:00	0	8.05	8.05	290.60
12.5.2006	00:00:00	3.6	4.66	4.66	261.60
13.5.2006	00:00:00	1.24	1.20	1.20	187.57
14.5.2006	00:00:00	7.2	0.28	0.28	152.79
15.5.2006	00:00:00	2.54	-0.29	-0.29	121.92
16.5.2006	00:00:00	1.07	0.39	0.39	102.61
17.5.2006	00:00:00	0	0.91	0.91	88.70
18.5.2006	00:00:00	0	2.55	2.55	88.49
19.5.2006	00:00:00	3.36	3.45	3.45	144.01
20.5.2006	00:00:00	0.06	7.05	7.05	242.95
21.5.2006	00:00:00	1.61	7.20	7.20	276.95
22.5.2006	00:00:00	5.96	5.90	5.90	340.34
23.5.2006	00:00:00	0.2	5.57	5.57	297.22
24.5.2006	00:00:00	24.91	3.53	3.53	295.28
25.5.2006	00:00:00	6.25	0.72	0.72	197.48
26.5.2006	00:00:00	1.35	2.57	2.57	187.57
27.5.2006	00:00:00	5.29	2.73	2.73	164.23
28.5.2006	00:00:00	0	5.28	5.28	142.40
29.5.2006	00:00:00	0.04	6.50	6.50	151.34
30.5.2006	00:00:00	2.45	4.50	4.50	172.78
31.5.2006	00:00:00	4.34	2.89	2.89	170.35
1.6.2006	00:00:00	3.72	2.12	2.12	132.80
2.6.2006	00:00:00	0.61	4.96	4.96	117.57
3.6.2006	00:00:00	3.38	6.81	6.81	213.89
4.6.2006	00:00:00	8.67	4.67	4.67	171.89
5.6.2006	00:00:00	5.99	2.58	2.58	171.01
6.6.2006	00:00:00	0.15	3.58	3.58	140.61
7.6.2006	00:00:00	0.55	7.33	7.33	154.25
8.6.2006	00:00:00	0.33	7.58	7.58	167.28
9.6.2006	00:00:00	0	7.80	7.80	159.09
10.6.2006	00:00:00	0	8.94	8.94	181.57
11.6.2006	00:00:00	0	14.56	14.56	169.46
12.6.2006	00:00:00	0	17.43	17.43	171.67
13.6.2006	00:00:00	0	19.39	19.39	204.01
14.6.2006	00:00:00	0.58	14.86	14.86	208.42
15.6.2006	00:00:00	0.21	6.59	6.59	107.57
16.6.2006	00:00:00	2.55	9.13	9.13	96.93
17.6.2006	00:00:00	0.07	11.29	11.29	105.66
18.6.2006	00:00:00	1.91	13.10	13.10	110.51
19.6.2006	00:00:00	1.11	13.43	13.43	134.73
20.6.2006	00:00:00	1.09	14.53	14.53	143.80
21.6.2006	00:00:00	4.99	13.68	13.68	136.29
22.6.2006	00:00:00	0.61	11.86	11.86	110.68
23.6.2006	00:00:00	1.15	9.94	9.94	76.50
24.6.2006	00:00:00	1.12	8.52	8.52	62.81
25.6.2006	00:00:00	5.46	8.58	8.58	80.37
26.6.2006	00:00:00	8.85	8.62	8.62	116.67
